author,book_title,genre,pages_amt,price,publish_date,rating_avg,ratings_amt,reviews_amt
Rachel Held Evans,"Searching for Sunday: Loving, Leaving, and Finding the Church",christian,268 pages,"Kindle Store
$7.99
",April 14th 2015,4.19,13869,1670
Laura Frantz,An Uncommon Woman,christian,384 pages,"Kindle Store
$8.20
",January 7th 2020,3.56,2855,275
Charles Martin,Send Down the Rain,christian,352 pages,Amazon,May 8th 2018,4.13,8848,962
"Shauna Niequist,Brené Brown","Present Over Perfect: Leaving Behind Frantic for a Simpler, More Soulful Way of Living",christian,240 pages,Amazon,August 9th 2016,3.85,39549,3267
Melody Carlson,The Happy Camper,christian,352 pages,Amazon,March 3rd 2020,3.79,516,193
Tracie Peterson,In Places Hidden,christian,320 pages,"Kindle Unlimited
",March 6th 2018,4.12,954,144
Colleen Coble,One Little Lie,christian,352 pages,"Kindle Store
$9.99
",March 3rd 2020,4.28,947,311
Nicole Deese,Before I Called You Mine,christian,368 pages,"Kindle Store
$9.99
",March 31st 2020,4.53,364,221
John Mark Comer,The Ruthless Elimination of Hurry: How to Stay Emotionally Healthy and Spiritually Alive in the Chaos of the Modern World,christian,304 pages,Amazon UK,October 29th 2019,4.63,3818,583
Charles Martin,The Water Keeper,christian,352 pages,"Kindle Store
$14.99
",May 5th 2020,4.44,170,90
Francine Rivers,The Masterpiece,christian,512 pages,Amazon CA,February 6th 2018,4.23,21089,1948
Jennie Allen,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,christian,256 pages,"Kindle Store
$12.99
",January 28th 2020,4.39,2082,349
Carolyn Brown,Small Town Rumors,christian,288 pages,"Kindle Unlimited
",July 3rd 2018,3.96,16373,767
Debbie Macomber,Last One Home,christian,320 pages,Amazon,March 10th 2015,3.87,20833,1361
Max Lucado,Anxious for Nothing: Finding Calm in a Chaotic World,christian,240 pages,"Kindle Store
$9.99
",September 5th 2017,4.18,9910,951
"Chip Gaines,Joanna Gaines",The Magnolia Story,christian,208 pages,Amazon,October 18th 2016,4.19,78589,6604
Patti Callahan,Becoming Mrs. Lewis,christian,432 pages,"Kindle Store
$9.99
",October 2nd 2018,4.02,15723,2618
Joel C. Rosenberg,The Jerusalem Assassin,christian,464 pages,"Kindle Store
$15.39
",March 17th 2020,4.58,726,96
Rachel Hauck,The Fifth Avenue Story Society,christian,400 pages,"Kindle Store
$8.99
",February 4th 2020,4.05,1944,482
"Ian Morgan Cron,Suzanne Stabile",The Road Back to You: An Enneagram Journey to Self-Discovery,christian,238 pages,Amazon,October 4th 2016,4.28,23490,2144
Kate Bowler,Everything Happens for a Reason: And Other Lies I've Loved,christian,178 pages,"Kindle Store
$12.99
",February 6th 2018,3.74,24147,2370
Becky Wade,Take a Chance on Me,christian,97 pages,"Kindle Store
$0.00
",February 25th 2020,4.23,624,161
Mitch Albom,The Next Person You Meet in Heaven,christian,224 pages,Amazon,October 9th 2018,4.30,23650,2909
Karen Kingsbury,Someone Like You,christian,304 pages,"Kindle Store
$13.99
",May 5th 2020,4.34,131,41
Shanae Johnson,On His Bended Knee,christian,160 pages,Amazon UK,October 11th 2018,4.22,1026,116
"Cara Wall,Cara Wall",The Dearly Beloved,christian,342 pages,"Kindle Store
$12.99
",August 13th 2019,4.11,11944,1757
Laila Ibrahim,Mustard Seed,christian,284 pages,Amazon,November 7th 2017,4.20,11443,713
Mitch Albom,"Finding Chika: A Little Girl, an Earthquake, and the Making of a Family",christian,256 pages,Amazon,November 5th 2019,4.46,10010,1483
John Piper,Coronavirus and Christ,christian,112 pages,"Kindle Store
$2.99
",April 28th 2020,4.38,1680,309
Rachel Hollis,"Girl, Wash Your Face: Stop Believing the Lies about Who You Are So You Can Become Who You Were Meant to Be",christian,240 pages,Amazon,February 6th 2018,3.74,156667,15956
Timo Kiander,Work Smarter Not Harder: 18 Productivity Tips That Boost Your Work Day Performance,business,71 pages,"Kindle Store
$0.00
",March 25th 2015,3.68,2557,109
"Brian Christian,Tom  Griffiths",Algorithms to Live By: The Computer Science of Human Decisions,business,368 pages,Amazon,April 19th 2016,4.15,16904,1661
"Jake Knapp,John Zeratsky,Brad Kowitz",Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days,business,274 pages,Amazon,March 8th 2016,4.23,12135,925
David Graeber,Bullshit Jobs: A Theory,business,368 pages,"Kindle Store
$12.99
",May 15th 2018,3.96,6261,953
Paul Krugman,"Arguing with Zombies: Economics, Politics, and the Fight for a Better Future",business,464 pages,Amazon CA,January 28th 2020,3.92,377,67
Jason Schreier,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",business,304 pages,"Kindle Store
$10.99
",September 5th 2017,4.24,9600,1004
Mara Hvistendahl,"The Scientist and the Spy: A True Story of China, the FBI, and Industrial Espionage",business,336 pages,"Kindle Store
$14.99
",February 4th 2020,3.59,278,49
"Kenneth H. Blanchard,Spencer Johnson",The New One Minute Manager,business,112 pages,"Kindle Store
$13.99
",May 2015,3.93,6087,587
Marc Brackett,"Permission to Feel: Unlocking the Power of Emotions to Help Our Kids, Ourselves, and Our Society Thrive",business,304 pages,Amazon,September 3rd 2019,4.20,553,117
Eric Eyre,Death in Mud Lick: A True Story of Corporate Pill Pushers in Small Town America,business,,Amazon,March 31st 2020,4.32,151,32
Julie Zhuo,The Making of a Manager: What to Do When Everyone Looks to You,business,288 pages,Amazon,March 19th 2019,4.29,3637,403
Susan  David,"Emotional Agility: Get Unstuck, Embrace Change, and Thrive in Work and Life",business,288 pages,Amazon,September 6th 2016,4.01,4391,446
Dave Eggers,The Monk of Mokha,business,353 pages,"Kindle Store
$12.99
",January 30th 2018,4.03,12217,1497
Nassim Nicholas Taleb,Skin in the Game: The Hidden Asymmetries in Daily Life,business,272 pages,"Kindle Store
$12.99
",June 1st 2018,3.86,12941,1408
Reshma Saujani,"Brave, Not Perfect: Fear Less, Fail More, and Live Bolder",business,208 pages,Amazon,February 5th 2019,3.87,3511,479
"Philip E. Tetlock,Dan Gardner",Superforecasting: The Art and Science of Prediction,business,352 pages,Amazon,September 29th 2015,4.09,12457,976
Phil M. Jones,Exactly What to Say: The Magic Words for Influence and Impact,business,148 pages,Amazon,July 26th 2017,3.75,3264,352
Vishen Lakhiani,The Code of the Extraordinary Mind: 10 Unconventional Laws to Redefine Your Life and Succeed On Your Own Terms,business,288 pages,Amazon IN,May 10th 2016,4.09,5027,562
William Dalrymple,"The Anarchy: The East India Company, Corporate Violence, and the Pillage of an Empire",business,544 pages,Amazon,September 10th 2019,4.25,2566,413
Ben Mezrich,"Bitcoin Billionaires: A True Story of Genius, Betrayal, and Redemption",business,288 pages,"Kindle Store
$14.99
",May 21st 2019,3.96,2476,296
Kaitlin Ugolik Phillips,The Future of Feeling: Building Empathy in a Tech-Obsessed World,business,,"Kindle Unlimited
",February 1st 2020,3.13,1030,174
Donald  Miller,Building a StoryBrand: Clarify Your Message So Customers Will Listen,business,228 pages,"Kindle Store
$12.99
",October 10th 2017,4.35,7256,794
Susan Fowler,Whistleblower: My Journey to Silicon Valley and Fight for Justice at Uber,business,288 pages,"Kindle Store
$14.99
",February 18th 2020,4.20,901,119
"Jim Mattis,Francis J. ""Bing"" West Jr.",Call Sign Chaos: Learning to Lead,business,320 pages,"Kindle Store
$14.99
",September 3rd 2019,4.39,4011,529
Gretchen Rubin,Better Than Before: Mastering the Habits of Our Everyday Lives,business,298 pages,"Kindle Store
$13.99
",March 17th 2015,3.84,31325,3310
"B.J. Fogg,Doug Abrams",Tiny Habits: The Small Changes That Change Everything,business,320 pages,"Kindle Store
$14.99
",December 31st 2019,4.15,1295,246
Allan Dib,"The 1-Page Marketing Plan: Get New Customers, Make More Money, And Stand out From The Crowd",business,224 pages,Amazon,September 2018,4.39,2814,289
"Jason Fried,David Heinemeier Hansson",It Doesn't Have to Be Crazy at Work,business,240 pages,Amazon,October 2nd 2018,4.04,7778,788
Andrew   Yang,The War on Normal People: The Truth About America's Disappearing Jobs and Why Universal Basic Income Is Our Future,business,304 pages,Amazon,April 3rd 2018,4.33,5061,864
Sheelah Kolhatkar,"Black Edge: Inside Information, Dirty Money, and the Quest to Bring Down the Most Wanted Man on Wall Street",business,295 pages,"Kindle Store
$12.99
",February 7th 2017,4.21,7375,507
Lawrence Levy,To Pixar and Beyond: My Unlikely Journey with Steve Jobs to Make Entertainment History,business,272 pages,Amazon,November 1st 2016,4.28,3551,408
Jen Sincero,"You Are a Badass Every Day: How to Keep Your Motivation Strong, Your Vibe High, and Your Quest for Transformation Unstoppable",business,224 pages,"Kindle Store
$9.99
",December 4th 2018,3.84,4172,456
Gene Kim,The Unicorn Project,business,345 pages,"Kindle Store
$10.49
",November 19th 2019,4.17,2267,235
"Anthony Robbins,Tony Robbins",Unshakeable: Your Financial Freedom Playbook,business,257 pages,Amazon,February 28th 2017,4.11,8706,784
Spencer Johnson,Out of the Maze: An A-Mazing Way to Get Unstuck,business,96 pages,Amazon IN,November 13th 2018,4.07,1858,308
Michael S. Sorensen,I Hear You: The Surprisingly Simple Skill Behind Extraordinary Relationships,business,149 pages,"Kindle Unlimited
",June 10th 2017,4.12,2605,393
Michael A. Singer,The Surrender Experiment: My Journey into Life's Perfection,business,252 pages,"Kindle Store
$13.99
",June 2nd 2015,4.09,5884,560
Stephen A. Schwarzman,What It Takes: Lessons in the Pursuit of Excellence,business,400 pages,Amazon,September 17th 2019,4.17,1968,180
"Abhijit V. Banerjee,Esther Duflo",Good Economics for Hard Times: Better Answers to Our Biggest Problems,business,417 pages,Amazon UK,November 12th 2019,4.31,1349,196
Max  Tegmark,Life 3.0: Being Human in the Age of Artificial Intelligence,business,384 pages,"Kindle Store
$12.99
",August 29th 2017,4.05,12468,1261
"Bill Burnett,Dave Evans",Designing Your Life: Build a Life that Works for You,business,240 pages,Amazon,September 15th 2016,3.94,9865,971
AMS Publishing Group,Intelligent Stock Market Trading and Investment: Quick and Easy Guide to Stock Market Investment for Absolute Beginners,business,56 pages,"Kindle Unlimited
",July 22nd 2015,4.38,1042,98
Sönke Ahrens,"How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers",business,178 pages,Amazon UK,February 21st 2017,4.33,865,141
Michael Bungay Stanier,"The Coaching Habit: Say Less, Ask More & Change the Way You Lead Forever",business,117 pages,Amazon,February 29th 2016,4.00,9951,883
Kai-Fu Lee,"AI Superpowers: China, Silicon Valley, and the New World Order",business,255 pages,Amazon IN,September 25th 2018,4.16,6714,873
Jon Acuff,Finish: Give Yourself the Gift of Done,business,206 pages,Kobo,September 12th 2017,4.25,5888,815
Marie Forleo,Everything is Figureoutable: How One Simple Belief Can Help Us Overcome Any Obstacle and Create Unstoppable Success,business,304 pages,Amazon,September 12th 2019,4.11,4492,536
John E. Doerr,Measure What Matters,business,320 pages,"Kindle Store
$13.99
",April 24th 2018,4.02,12584,1220
Scott Pape,The Barefoot Investor: The Only Money Guide You'll Ever Need,business,248 pages,Kobo,November 22nd 2016,4.46,11221,987
Robert B. Reich,"The System: Who Rigged It, How We Fix It",business,224 pages,"Kindle Store
$12.99
",March 24th 2020,4.38,193,31
Gretchen Rubin,"The Four Tendencies: The Indispensable Personality Profiles That Reveal How to Make Your Life Better (and Other People's Lives Better, Too)",business,7 pages,Amazon,September 12th 2017,3.85,12841,1738
"Sheryl Sandberg,Adam M. Grant","Option B: Facing Adversity, Building Resilience, and Finding Joy",business,240 pages,"Kindle Store
$12.99
",April 24th 2017,3.87,41841,3482
Jen Sincero,You Are a Badass at Making Money: Master the Mindset of Wealth,business,267 pages,Amazon,April 18th 2017,3.98,13785,1398
Austin Kleon,Keep Going: 10 Ways to Stay Creative in Good Times and Bad,business,224 pages,Kobo,April 2nd 2019,4.34,3764,568
Gabrielle Bernstein,Super Attractor: Methods for Manifesting a Life beyond Your Wildest Dreams,business,248 pages,Amazon UK,September 24th 2019,4.22,2588,238
Jesse Itzler,Living with a SEAL: 31 Days Training with the Toughest Man on the Planet,business,272 pages,"Kindle Store
$6.99
",November 3rd 2015,4.27,9966,987
Kate   Murphy,You're Not Listening: What You're Missing and Why It Matters,business,278 pages,"Kindle Store
$13.99
",January 7th 2020,4.14,1890,462
Michael   Lewis,The Undoing Project: A Friendship That Changed Our Minds,business,368 pages,"Kindle Store
$9.61
",October 31st 2017,3.99,41766,3521
Scott H. Young,"Ultralearning: Master Hard Skills, Outsmart the Competition, and Accelerate Your Career",business,304 pages,Amazon,August 6th 2019,4.02,3763,424
Damon Zahariades,"The Art Of Saying NO: How To Stand Your Ground, Reclaim Your Time And Energy, And Refuse To Be Taken For Granted (Without Feeling Guilty!)",business,172 pages,"Kindle Unlimited
",August 28th 2017,3.69,1229,146
Abby Wambach,"WOLFPACK: How to Come Together, Unleash Our Power, and Change the Game",business,112 pages,"Kindle Store
$10.99
",April 9th 2019,4.04,8756,940
"Marie Kondō,Scott Sonenshein",Joy at Work: Organizing Your Professional Life,business,244 pages,"Kindle Store
$13.99
",April 7th 2020,3.64,518,98
Daniel H. Pink,When: The Scientific Secrets of Perfect Timing,business,272 pages,"Kindle Store
$12.99
",January 9th 2018,3.80,18132,1821
Rachel  Maddow,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",business,405 pages,Amazon UK,October 1st 2019,4.40,7365,1211
"Nir Eyal,Julie Li",Indistractable: How to Control Your Attention and Choose Your Life,business,273 pages,"Kindle Store
$12.61
",September 10th 2019,3.80,5420,747
John Mark Comer,The Ruthless Elimination of Hurry: How to Stay Emotionally Healthy and Spiritually Alive in the Chaos of the Modern World,business,304 pages,Amazon UK,October 29th 2019,4.63,3818,583
Marc Randolph,That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea,business,336 pages,"Kindle Store
$14.99
",September 17th 2019,4.28,2792,291
Mel Robbins,"The 5 Second Rule: Transform Your Life, Work, and Confidence with Everyday Courage",business,267 pages,"Kindle Store
$9.99
",February 28th 2017,3.91,18310,2023
Brené Brown,Rising Strong,business,336 pages,Amazon,August 25th 2015,4.24,49594,3594
"David Enrich,B J Harrison","Dark Towers: Deutsche Bank, Donald Trump, and an Epic Trail of Destruction",business,416 pages,Amazon,February 18th 2020,4.08,1025,136
Elizabeth Day,How to Fail: Everything I’ve Ever Learned From Things Going Wrong,business,352 pages,Amazon,April 4th 2019,4.04,4096,302
Simon Sinek,The Infinite Game,business,272 pages,"Kindle Store
$14.99
",October 15th 2019,4.24,5280,624
Sarah Frier,No Filter: The Inside Story of Instagram,business,352 pages,"Kindle Store
$14.99
",April 14th 2020,4.26,295,47
Dave Hollis,Get Out of Your Own Way: A Skeptic's Guide to Growth and Fulfillment,business,240 pages,"Kindle Store
$12.99
",March 10th 2020,4.35,1653,464
Darius Foroux,"THINK STRAIGHT: Change Your Thoughts, Change Your Life",business,82 pages,"Kindle Unlimited
",November 20th 2017,3.87,5026,400
Nick Bilton,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,business,328 pages,"Kindle Store
$2.99
",May 2nd 2017,4.33,20287,1681
Anand Giridharadas,Winners Take All: The Elite Charade of Changing the World,business,288 pages,Amazon,August 28th 2018,4.18,8091,1282
"Chip Gaines,Joanna Gaines",The Magnolia Story,business,208 pages,Amazon,October 18th 2016,4.19,78589,6604
Ryder Carroll,"The Bullet Journal Method: Track the Past, Order the Present, Design the Future",business,336 pages,"Kindle Store
$13.99
",October 23rd 2018,4.06,12360,1678
"Seth Stephens-Davidowitz,Steven Pinker","Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",business,338 pages,"Kindle Unlimited
",May 9th 2017,3.92,26065,2517
"Jocko Willink,Leif Babin",Extreme Ownership: How U.S. Navy SEALs Lead and Win,business,320 pages,Amazon IN,October 20th 2015,4.28,32718,2739
Ryan Holiday,Stillness Is the Key,business,288 pages,Amazon,October 1st 2019,4.27,8129,713
Robin S. Sharma,The 5 AM Club: Own Your Morning. Elevate Your Life,business,336 pages,Amazon,December 4th 2018,3.80,10881,1439
Dan Crenshaw,Fortitude: American Resilience in the Era of Outrage,business,256 pages,"Kindle Store
$14.99
",April 7th 2020,4.55,541,70
Ryan Holiday,Ego Is the Enemy,business,226 pages,Amazon,June 14th 2016,4.16,29707,2057
David   Epstein,Range: Why Generalists Triumph in a Specialized World,business,352 pages,"Kindle Store
$14.99
",May 28th 2019,4.18,15643,1759
Cal Newport,Digital Minimalism: Choosing a Focused Life in a Noisy World,business,302 pages,"Kindle Store
$9.99
",February 5th 2019,4.07,24946,3041
Angela Duckworth,Grit,business,277 pages,"Kindle Store
$2.99
",May 3rd 2016,4.08,60231,4849
Gary John Bishop,Unfu*k Yourself: Get Out of Your Head and Into Your Life,business,221 pages,"Kindle Store
$13.99
",October 22nd 2016,3.86,31297,2490
Michael   Lewis,The Fifth Risk: Undoing Democracy,business,256 pages,Amazon,December 3rd 2019,4.07,28968,3153
"Chris Voss,Tahl Raz",Never Split the Difference,business,274 pages,"Kindle Store
$19.99
",May 17th 2016,4.40,44158,3395
Melinda Gates,The Moment of Lift: How Empowering Women Changes the World,business,273 pages,"Kindle Store
$13.99
",April 23rd 2019,4.31,28250,3483
"Hans Rosling,Ola Rosling,Anna Rosling Rönnlund",Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,business,342 pages,Amazon,January 25th 2018,4.38,82383,7896
Rachel Hollis,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",business,240 pages,Amazon,March 5th 2019,3.96,43939,4325
Anna Wiener,Uncanny Valley: A Memoir,business,288 pages,"Kindle Store
$13.99
",January 14th 2020,3.75,7555,1036
Elizabeth Gilbert,Big Magic: Creative Living Beyond Fear,business,288 pages,Amazon,September 22nd 2015,3.92,135373,11096
David Goggins,Can't Hurt Me: Master Your Mind and Defy the Odds,business,366 pages,"Kindle Store
$7.99
",December 4th 2018,4.45,38647,3533
William H. McRaven,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,business,2 pages,Amazon,April 4th 2017,3.98,52554,3878
James Clear,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,business,319 pages,"Kindle Store
$14.99
",October 16th 2018,4.35,77023,6853
Malcolm Gladwell,Talking to Strangers: What We Should Know About the People We Don’t Know,business,388 pages,"Kindle Store
$15.99
",September 10th 2019,4.04,88551,9146
Keele Burgin,Wholly Unraveled: A Memoir,biography,286 pages,"Kindle Unlimited
",April 1st 2019,4.00,3817,384
Jennifer Finney Boylan,Good Boy: My Life in Seven Dogs,biography,272 pages,"Kindle Store
$13.99
",April 21st 2020,3.76,255,171
Deborah Orr,Motherwell: A Girlhood,biography,304 pages,Amazon,January 23rd 2020,4.16,769,83
"Abby Wambach,Karen  Abbott",Forward: A Memoir,biography,179 pages,Amazon,September 13th 2016,3.93,4255,490
İlber Ortaylı,Bir Ömür Nasıl Yaşanır?,biography,288 pages,Amazon,February 15th 2019,3.93,3567,316
Elaine Welteroth,More Than Enough: Claiming Space for Who You Are (No Matter What They Say),biography,336 pages,Amazon,June 11th 2019,4.41,3356,505
